id,en,hu
960,"There is no knowing how estates will go when once they come to be entailed.""","Az ilyen kötött birtoknál nem lehet tudni, mi lesz végül is a sorsa."
684,He made no answer.,A fiatalember nem válaszolt.
383,Chapter 7,7. FEJEZET
956,"""You allude, perhaps, to the entail of this estate.""",Ön talán a birtok örökjogi korlátozására céloz?
751,"Miss Bingley moved with some alacrity to the pianoforte; and, after a polite request that Elizabeth would lead the way which the other as politely and more earnestly negatived, she seated herself.","Miss Bingley készségesen sietett a zongorához; előbb ugyan udvariasan felajánlotta Elizának az elsőséget, mikor azonban az éppoly udvariasan, de még komolyabban nemet mondott, maga ült le a zongorához."
257,"""I beg you would not put it into Lizzy's head to be vexed by his ill-treatment, for he is such a disagreeable man, that it would be quite a misfortune to be liked by him.","Nagyon kérem, ne beszélje be Lizzynek, hogy ezen a méltatlan bánásmódon bánkódni kell. Olyan kellemetlen férfi, hogy valóban sajnálnám azt a leányt, aki neki megtetszenék."
538,"There is not a finer county in England than Derbyshire.""",Derbyshire-nél szebb vidék nincs egész Angliában.
335,"Mr. Darcy stood near them in silent indignation at such a mode of passing the evening, to the exclusion of all conversation, and was too much engrossed by his thoughts to perceive that Sir William Lucas was his neighbour, till Sir William thus began:","Mr. Darcy a közelükben állt, és magában méltatlankodott, hogy minden társalgás kizárásával így ütik agyon az estét. Annyira elmerült gondolataiban, hogy észre sem vette a mellette álló Sir William Lucast, amíg az rá nem kezdte:"
15,"""Bingley.""",Bingley.
324,"""Did you not think, Mr. Darcy, that I expressed myself uncommonly well just now, when I was teasing Colonel Forster to give us a ball at Meryton?""","Nem gondolja, Mr. Darcy, hogy igen ékesszólóan beszéltem az imént, amikor Forster ezredest gyötörtem, hogy rendezzen bált Merytonban?"
758,"""Do not you feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel?""","Nem volna kedve, Miss Bennet, felhasználni az alkalmat, hogy erre a dallamra táncoljon velem?"
222,"His sisters were anxious for his having an estate of his own; but, though he was now only established as a tenant, Miss Bingley was by no means unwilling to preside at his table--nor was Mrs. Hurst, who had married a man of more fashion than fortune, less disposed to consider his house as her home when it suited her.","Nővérei egyre unszolták, hogy vásároljon birtokot; mégis, bár öccsük csak bérlőként telepedett le, Miss Bingley egyáltalán nem vonakodott, hogy a háziasszony tisztét töltse be az asztalfőn, Mrs. Hurst pedig, akinek a férje inkább előkelő volt, mint vagyonos, időnként szívesen tekintette otthonának öccse házát."
179,And his sisters are charming women.,S milyen bájosak a nővérei!
983,"""The garden in which stands my humble abode is separated only by a lane from Rosings Park, her ladyship's residence.""","A kertet, ahol szerény hajlékom áll, csupán egy ösvény választja el Rosings Parktól, őladysége kastélyától."
22,"""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome!","Drága Bennet - felelte az asszony -, ne legyen ilyen tuskó!"
356,"I entreat you not to suppose that I moved this way in order to beg for a partner.""","Kérem, ne gondolja, hogy azért jöttem erre, mintha táncost akarnék magamnak fogni."
666,"She had high animal spirits, and a sort of natural self-consequence, which the attention of the officers, to whom her uncle's good dinners, and her own easy manners recommended her, had increased into assurance.","A leány tele volt életkedvvel, természeténél fogva megvolt benne az önbizalom, s ezt a tisztek figyelmessége, akiket egyaránt vonzott nagybátyja kitűnő konyhája és Lydia közvetlen modora, magabiztos önteltséggé fejlesztette."
861,"I have faults enough, but they are not, I hope, of understanding.","Bőven vannak hibáim, de remélem, azok nem az értelem fogyatkozásai."
340,"Every savage can dance.""",Minden vadember tud táncolni.
431,She did at last extort from her father an acknowledgment that the horses were engaged.,"Mr. Bennet végül is engedett az erőszakos rábeszélésnek, és kijelentette, hogy szüksége van a lovakra."
551,"""All young ladies accomplished!",Valamennyien műveltek!
833,"""Oh! shocking!"" cried Miss Bingley. ""I never heard anything so abominable.",Hallatlan! - kiáltotta Miss Bingley. - Soha nem hallottam még ilyen utálatos beszédet.
203,"You have liked many a stupider person.""",Tetszettek neked már ostobább emberek is.
630,Nothing but concern for Elizabeth could enable Bingley to keep his countenance.,"Bingleyt csak az Elizabeth iránti tapintat óvta, hogy el ne mosolyodjék."
93,"""I am sorry to hear _that_; but why did not you tell me that before?",Ezt igazán sajnálom; de miért nem szólt nekem előbb?
558,"""Nor I, I am sure,"" said Miss Bingley. ""Then,"" observed Elizabeth, ""you must comprehend a great deal in your idea of an accomplished woman.""","Én sem, annyi szent - mondta Miss Bingley. - Úgy látom - jegyezte meg Elizabeth -, hogy önnél a művelt nő eszménye nagyon sokat foglal magában."
68,She has two nieces of her own.,Neki magának is két unokahúga van.
622,"""When I am in the country,"" he replied, ""I never wish to leave it; and when I am in town it is pretty much the same.","Ha vidéken élek - felelte Bingley -, sohasem akarok onnan elmenni, de ha Londonban vagyok, onnan sem kívánkozom el."
284,"It was generally evident whenever they met, that he _did_ admire her and to _her_ it was equally evident that Jane was yielding to the preference which she had begun to entertain for him from the first, and was in a way to be very much in love; but she considered with pleasure that it was not likely to be discovered by the world in general, since Jane united, with great strength of feeling, a composure of temper and a uniform cheerfulness of manner which would guard her from the suspicions of the impertinent.","Minden találkozásuk alkalmával meglátszott, hogy Bingley bámulatot érez Jane iránt; Elizabeth szemében ugyancsak nyilvánvaló volt, hogy Jane enged a vonzalomnak, amely az első pillanattól fogva felébredt benne, és azon az úton van, hogy komolyan beleszeressen Bingleybe. Elizabeth mégis örömmel gondolt arra, hogy az emberek nemigen fogják felfedezni a vonzalom titkát, mert Jane lelkében az erős érzés kiegyensúlyozott kedéllyel és derűs modorral párosult, s ez megvédte őt az arcátlanok gyanakvó kíváncsiságától."
844,"""Mr. Darcy is not to be laughed at!"" cried Elizabeth. ""That is an uncommon advantage, and uncommon I hope it will continue, for it would be a great loss to _me_ to have many such acquaintances.","Ne lehetne rajta nevetni! - kiáltotta Elizabeth. - Ez ritka előny s remélem, ritka is marad, mert rengeteget veszítenék, ha sok ilyen ismerősöm volna."
434,"Her sisters were uneasy for her, but her mother was delighted.","Húgai aggódtak miatta, de anyja magánkívül volt örömében."
153,Mr. Darcy walked off; and Elizabeth remained with no very cordial feelings toward him.,"Elizabeth a helyén maradt, s nem mondhatni, hogy túlságosan barátságos érzéseket táplált iránta."
75,"""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?""","Nem szórakozásból köhögök - felelte Kitty durcásan. - Mikor lesz a következő bál, Lizzy?"
730,"Allowing the case, however, to stand according to your representation, you must remember, Miss Bennet, that the friend who is supposed to desire his return to the house, and the delay of his plan, has merely desired it, asked it without offering one argument in favour of its propriety.""","Tegyük fel mégis, hogy a dolog úgy áll, ahogy itt előadták, ebben az esetben nem szabad elfelednie, Miss Bennet, hogy a jó barát, aki Bingleyt a házba való visszatérésre és terve elhalasztására rábeszélte, csak óhajtását, kérését fejezte ki, de egyetlen érvvel sem bizonyította, hogy kérése jogos és indokolt."
446,"I would go and see her if I could have the carriage.""","Meg is látogatnám, ha megkaphatnám a kocsit."
188,"I wish you had been there, my dear, to have given him one of your set-downs.","Bár maga is ott lett volna, drágám, jól megadta volna neki!"
271,"""That is very true,"" replied Elizabeth, ""and I could easily forgive _his_ pride, if he had not mortified _mine_.""","Ebben tökéletesen igazad van - felelte Elizabeth -, és én könnyen megbocsátanám az ő büszkeségét, ha nem sértette volna meg az enyémet."
236,"Mrs. Hurst and her sister allowed it to be so--but still they admired her and liked her, and pronounced her to be a sweet girl, and one whom they would not object to know more of.","Ebben Mrs. Hurst és húga is egyetértett - de azért Miss Bennet mégis nagyon tetszett nekik, el voltak tőle ragadtatva. Elismerték róla, hogy bájos teremtés, és szívesen fenntartották vele az ismeretséget."
487,"When dinner was over, she returned directly to Jane, and Miss Bingley began abusing her as soon as she was out of the room.","Vacsora után Elizabeth rögtön visszament nővéréhez; mihelyt kilépett a szobából, Miss Bingley szapulni kezdte."
117,"The ladies were somewhat more fortunate, for they had the advantage of ascertaining from an upper window that he wore a blue coat, and rode a black horse.","A hölgyek valamivel szerencsésebbek voltak, mert egy emeleti ablakból megállapíthatták, hogy Mr. Bingley kék kabátot visel, és fekete lovon érkezett."
943,"There is a mixture of servility and self-importance in his letter, which promises well.",Ez a levél sokat ígérő keveréke a szolgalelkűségnek és az önteltségnek.
512,"""Yes; and they have another, who lives somewhere near Cheapside.""","Igen, de van egy másik, aki a szegényebb üzleti negyedben él, valahol a Cheapside környékén."
825,Miss Bingley succeeded no less in the real object of her civility; Mr. Darcy looked up.,Miss Bingley az udvarias felszólítással valódi célját is elérte. Darcy feltekintett.
591,"We must trespass a little longer on your kindness.""",Így hát kénytelenek vagyunk még egy ideig próbára tenni az önök türelmét és szívességét.
126,"Mr. Bingley was good-looking and gentlemanlike; he had a pleasant countenance, and easy, unaffected manners.","Mr. Bingley jóképű, kellemes arckifejezésű és könnyed, természetes modorú úriember volt."
116,"He had entertained hopes of being admitted to a sight of the young ladies, of whose beauty he had heard much; but he saw only the father.","Abban reménykedett, hogy a fiatal hölgyeket is üdvözölheti, mert sokat hallott a szépségükről, de csak apjukkal találkozott."
473,"The apothecary came, and having examined his patient, said, as might be supposed, that she had caught a violent cold, and that they must endeavour to get the better of it; advised her to return to bed, and promised her some draughts.","Megjött a patikárius, megvizsgálta a beteget, kijelentette, hogy erősen meghűlt (ezt már úgyis tudták), s hogy vigyázni kell, nehogy a baj elhatalmasodjék rajta; ezért azt ajánlotta Jane-nek, feküdjön vissza az ágyba, amíg orvosságot nem hoz neki."
693,"""I am afraid you do not like your pen.","Úgy látom, nem fog jól a tolla."
57,"When she was discontented, she fancied herself nervous.","Mikor elégedetlenség kínozta, idegesnek képzelte magát."
863,"It is, I believe, too little yielding--certainly too little for the convenience of the world.","Azt hiszem, kevés bennem az alkalmazkodás - mindenesetre kevesebb, mint a. világ szeretné."
912,"Lydia, my love, ring the bell--I must speak to Hill this moment.""","Lydia, aranyom, húzd meg a csengőt, azonnal beszélnem kell a szakácsnéval."
369,"""Your conjecture is totally wrong, I assure you.","Biztosíthatom, hamis nyomon jár."
268,"""His pride,"" said Miss Lucas, ""does not offend _me_ so much as pride often does, because there is an excuse for it.","Mr. Darcy büszkesége engem nem bánt annyira, mint a másoké - jegyezte meg Miss Lucas -, mert nála van rá mentség."
46,"""Mr. Bennet, how _can_ you abuse your own children in such a way?","Mondja, Bennet, miért rágalmazza meg így tulajdon gyermekeit?"
349,Mr. Darcy bowed.,Mr. Darcy meghajolt.
195,"I did not expect such a compliment.""",Ilyen figyelmességre nem számítottam.
999,"These are the kind of little things which please her ladyship, and it is a sort of attention which I conceive myself peculiarly bound to pay.""","Őladysége szívesen hallja az ilyen kis elejtett szavakat, s úgy érzem, ez részemről olyan figyelem, amely különösen kötelező az én helyzetemben."
834,"How shall we punish him for such a speech?""",Mivel büntessük meg őt?
736,"We may as well wait, perhaps, till the circumstance occurs before we discuss the discretion of his behaviour thereupon.","Itt talán jobb várni, hogy az a helyzet bekövetkezzék, s csak aztán vitatni meg, vajon okosan cselekedett-e."
263,"If he had been so very agreeable, he would have talked to Mrs. Long.","Ha valóban olyan kellemes a modora, akkor Mrs. Longgal is beszélgetett volna. De én sejtem, hogy áll a dolog."
443,"""Oh! I am not afraid of her dying.","Ó, dehogyis kell félni, hogy meghal!"
675,Chapter 10,10. FEJEZET
304,"""Yes; these four evenings have enabled them to ascertain that they both like Vingt-un better than Commerce; but with respect to any other leading characteristic, I do not imagine that much has been unfolded."" ""Well,"" said Charlotte, ""I wish Jane success with all my heart; and if she were married to him to-morrow, I should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth.","Nos - mondta Charlotte -, én tiszta szívből sikert kívánok Jane-nek; s ha holnap férjhez menne Bingleyhez, véleményem szerint éppen annyi esélye volna a boldogságra, mintha egy álló esztendeig tanulmányozná a jellemét."
341,"Sir William only smiled. ""Your friend performs delightfully,"" he continued after a pause, on seeing Bingley join the group; ""and I doubt not that you are an adept in the science yourself, Mr. Darcy.""","Sir William csak mosolygott. - Az ön barátja pompásan táncol - folytatta kis szünet után, mikor Bingley is csatlakozott a táncolókhoz -, s nem kétlem, hogy ön is jártas ebben a tudományban, Mr. Darcy."
966,"The hall, the dining-room, and all its furniture, were examined and praised; and his commendation of everything would have touched Mrs. Bennet's heart, but for the mortifying supposition of his viewing it all as his own future property.","Alaposan megnézte és feldicsérte az előszobát, az ebédlőt, minden egyes bútordarabot. A vendég elragadtatása meg is lágyította volna Mrs. Bennet szívét, ha nem gyötri az a gyanú, hogy Collins mint jövendő tulajdonos tart szemlét."
149,"Do let me ask my partner to introduce you.""","Hadd kérem meg a páromat, mutasson be téged."
124,And when the party entered the assembly room it consisted of only five altogether--Mr.,"Mikor pedig a társaság belépett a bálterembe, kiderült, hogy csak öten vannak."
786,The picturesque would be spoilt by admitting a fourth.,Egy negyedik személy csak elrontaná a festői hatást.
50,"They are my old friends. I have heard you mention them with consideration these last twenty years at least.""",Hiszen régi ismerőseim: legalább húsz év óta állandóan rájuk hivatkozik.
353,"Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner.","Mr. Darcy, engedje meg, hogy bemutassam ennek az ifjú hölgynek, nála jobb táncost nem is kívánhat."
927,"""Why, indeed; he does seem to have had some filial scruples on that head, as you will hear.""","Úgy látom, éppen emiatt mardossa fiúi szívét némi lelkifurdalás, amint ez a levélből kitűnik."
142,At such an assembly as this it would be insupportable.,Ilyen társaságban egyszerűen képtelen volnék rá.
470,"She was not equal, however, to much conversation, and when Miss Bingley left them together, could attempt little besides expressions of gratitude for the extraordinary kindness she was treated with.","A beszéd azonban nehezére esett, s amikor Miss Bingley magukra hagyta őket, alig mondott egyebet, mint hogy milyen hálás a háziaknak rendkívül kedves bánásmódjukért."
399,"""I am astonished, my dear,"" said Mrs. Bennet, ""that you should be so ready to think your own children silly.","Egészen elképeszt, drágám - mondta Mrs. Bennet -, hogy ilyen könnyen hajlandó ostobának tartani tulajdon gyermekeit."
625,"But that gentleman,"" looking at Darcy, ""seemed to think the country was nothing at all.""","De ez az úr - mondta Mrs. Bennet, s Darcyra pillantott -, úgy látszik, semmibe sem veszi a vidéket."
320,"""That is a question which Mr. Darcy only can answer.""",Erre a kérdésre csak ő maga tudna válaszolni.
19,"What a fine thing for our girls!""","Mit szól, milyen szerencse ez a mi lányainknak!"
809,How much sooner one tires of anything than of a book!,"Az ember mindent megun, de egy jó könyvet soha."
790,Chapter 11,11. FEJEZET
808,I declare after all there is no enjoyment like reading!,"Mondhatom, nincs nagyobb gyönyörűség az olvasásnál."
407,"I remember the time when I liked a red coat myself very well--and, indeed, so I do still at my heart; and if a smart young colonel, with five or six thousand a year, should want one of my girls I shall not say nay to him; and I thought Colonel Forster looked very becoming the other night at Sir William's in his regimentals.""","És ha egy elegáns fiatal ezredes, öt-hatezer font évi jövedelemmel, megkérné az egyik lányomat, bizony nem mondanék nemet. Milyen jól festett Forster ezredes a minap a Sir Williamék estélyén az egyenruhában!"
537,"""I wish it may."" ""But I would really advise you to make your purchase in that neighbourhood, and take Pemberley for a kind of model.","Magam is meg lennék elégedve. - De komolyan, azt ajánlom, hogy azon a környéken vásárolj birtokot, és Pemberleyt vedd mintaképül."
620,"""I cannot see that London has any great advantage over the country, for my part, except the shops and public places.","Nem is értem, miért volna London annyival különb, mint a vidék, hacsak az üzleteket és a középületeket nem tekintjük."
38,"Sir William and Lady Lucas are determined to go, merely on that account, for in general, you know, they visit no newcomers.","Sir William és Lady Lucas már eltökélték, hogy meglátogatják; nekik is csak ez foroghat az eszükben, mert máskülönben, mint maga is tudja, nem keresnek fel jövevényeket."
175,"For God's sake, say no more of his partners.","Az isten szerelmére, ne beszéljen többet Bingley táncosairól."
245,"Lady Lucas was a very good kind of woman, not too clever to be a valuable neighbour to Mrs. Bennet. They had several children.","Lady Lucas igen derék asszony volt, nem túl okos ahhoz, hogy Mrs. Bennet ne találjon benne értékes szomszédot."
828,"""What could he mean?",Vajon mire gondolhat?
667,"She was very equal, therefore, to address Mr. Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be the most shameful thing in the world if he did not keep it.","Bingleyre is rögtön rácsapott, hogy mi lesz a bállal, s minden teketória nélkül emlékeztette ígéretére, sőt még azt is hozzátette, szégyen és gyalázat lenne, ha nem váltaná be ígéretét."
754,"She could only imagine, however, at last that she drew his notice because there was something more wrong and reprehensible, according to his ideas of right, than in any other person present.","Végül is arra a következtetésre jutott, hogy Darcy szigorú szeme több kifogásolnivalót talált rajta, mint bárki máson a jelenlevők közül, s ezért kíséri őt figyelemmel."
858,"""I am perfectly convinced by it that Mr. Darcy has no defect.","Tökéletesen meg vagyok róla győződve, hogy Mr. Darcynak semmi hibája nincs."
154,"She told the story, however, with great spirit among her friends; for she had a lively, playful disposition, which delighted in anything ridiculous.","De a történetet később jókedvűen, mosolyogva mesélte el barátnőinek, mert élénk, játékos kedélye volt, és minden nevetséges eset mulattatta."
287,"If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him; and it will then be but poor consolation to believe the world equally in the dark.","Ha a nő az érdekelt férfi előtt ily ügyesen titkolja érzelmeit, esetleg elszalasztja az alkalmat, hogy magához láncolja; akkor pedig sovány vigasz az a tudat, hogy a világ nem gyanít semmit."
602,"At present, however, I consider myself as quite fixed here.""","Pillanatnyilag azonban úgy tekintem magam, mint aki végleg letelepedett."
569,"As all conversation was thereby at an end, Elizabeth soon afterwards left the room.","A társalgás ezzel megszakadt, s Elizabeth csakhamar távozott a szobából."
743,"Miss Bingley warmly resented the indignity he had received, in an expostulation with her brother for talking such nonsense.","Miss Bingley nagyon zokon vette öccse megjegyzéseit, s rá is szólt, hogy miért beszél ilyen bolondokat."
17,"""Oh! Single, my dear, to be sure!","Nőtlen, drágám, persze hogy az!"
127,"His sisters were fine women, with an air of decided fashion.","Csinos, elegáns nővérein azonban meglátszott, hogy társaságbeli hölgyek."
322,"He has a very satirical eye, and if I do not begin by being impertinent myself, I shall soon grow afraid of him.""","Nagyon gúnyos a szeme, s ha nem támadok rá, még a végén félni kezdek tőle."
255,"""_My_ overhearings were more to the purpose than _yours_, Eliza,"" said Charlotte.","Nekem hasznosabb volt fülemet hegyeznem, mint neked, Elizabeth - jegyezte meg Charlotte. - Mr. Darcyra kevésbé érdemes figyelni, mint a barátjára, nemde?"
657,Everything nourishes what is strong already.,"Ami máskülönben is erős, azt minden táplálja."
964,He was interrupted by a summons to dinner; and the girls smiled on each other.,"Nem folytathatta, mert vacsorához hívták őket. A leányok összemosolyogtak."
190,Chapter 4,4. FEJEZET
115,"In a few days Mr. Bingley returned Mr. Bennet's visit, and sat about ten minutes with him in his library.","Mr. Bingley néhány nap múlva viszonozta Mr. Bennet látogatását, és körülbelül tíz percet töltött vele a könyvtárszobában."
616,"""But people themselves alter so much, that there is something new to be observed in them for ever.""","De az emberek maguk annyit változnak, hogy mindig valami újat lehet bennük megfigyelni."
606,"""I wish I might take this for a compliment; but to be so easily seen through I am afraid is pitiful.""","Szeretném ezt bóknak tekinteni; de akin ilyen könnyű keresztüllátni, attól félek, az csak szánalmas figura lehet."
180,I never in my life saw anything more elegant than their dresses.,Életemben senkin sem láttam még ilyen elegáns ruhákat.
301,"She has known him only a fortnight. She danced four dances with him at Meryton; she saw him one morning at his own house, and has since dined with him in company four times.","Ez még nem elég ahhoz, hogy megismerje a jellemét. - Persze hogy nem - legalábbis ahogy te előadod. Ha csupán vacsorázott volna vele, legfeljebb annyit tudna róla, jó étvágya van-e vagy sem."
759,"She smiled, but made no answer.","Elizabeth elmosolyodott, de nem felelt."
712,"""Your humility, Mr. Bingley,"" said Elizabeth, ""must disarm reproof.""","Az ön szerénysége, Mr. Bingley, minden bírálatot lefegyverez - jelentette ki Elizabeth."
723,"""You have only proved by this,"" cried Elizabeth, ""that Mr. Bingley did not do justice to his own disposition.","Ezzel csak azt bizonyította be - szólt közbe Elizabeth -, hogy Mr. Bingley nem volt igazságos önmaga iránt."
685,"""You write uncommonly fast.""",Milyen gyorsan tud maga írni!
979,"She had even condescended to advise him to marry as soon as he could, provided he chose with discretion; and had once paid him a visit in his humble parsonage, where she had perfectly approved all the alterations he had been making, and had even vouchsafed to suggest some herself--some shelves in the closet up stairs.""","Leereszkedésében odáig ment, hogy azt tanácsolta neki, házasodjék meg minél előbb, feltéve, ha kellő körültekintéssel választ feleséget. Egyszer meg is látogatta a szerény paplakban, s fenntartás nélkül jóváhagyta a berendezésben eszközölt változtatásokat, sőt egy-két dolgot ő maga is ajánlani kegyeskedett, például azt, hogy polcokat rakasson a szekrényekbe az emeleten."
517,"With a renewal of tenderness, however, they returned to her room on leaving the dining-parlour, and sat with her till summoned to coffee.","Később azonban, mikor gyöngéd érzéseik felébredtek, felmentek Jane szobájába, és az ágya mellé ültek, míg le nem hívták őket a kávéhoz."
984,"""I think you said she was a widow, sir?","Ugye azt mondta róla, hogy özvegy?"
45,"""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.""","Egyikről sem lehet valami sok jót mondani - jegyezte meg az apjuk -, mind csacska, üresfejű teremtés, mint a lányok általában; de Lizzynek fürgébb az észjárása, mint a nővéreinek."
909,"Well, I am sure I shall be extremely glad to see Mr. Bingley.","No, nem baj, szívből örülök Mr. Bingley látogatásának."
157,"Mr. Bingley had danced with her twice, and she had been distinguished by his sisters.","Mr. Bingley kétszer is felkérte táncra, és a nővérei megkülönböztetett figyelemmel tüntették ki."
851,"""Perhaps that is not possible for anyone.","Nincs talán ember, akiből ezek mind hiányoznának."
171,"I was so vexed to see him stand up with her! But, however, he did not admire her at all; indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance.","Hogy bosszankodtam, mikor táncba indultak, de Charlotte egyáltalán nem tetszett neki kinek is tetszhet az a lány? Mikor azonban Jane beállt a táncba, Mr. Bingley szeme rögtön megakadt rajta."
16,"""Is he married or single?""",Házasember? Nőtlen?
511,"""I think I have heard you say that their uncle is an attorney in Meryton.""","Úgy emlékszem, azt mondtad, hogy nagybátyjuk ügyvéd Marytonban."
48,"You have no compassion for my poor nerves.""",Semmi tekintettel sincs az idegeimre.
971,"During dinner, Mr. Bennet scarcely spoke at all; but when the servants were withdrawn, he thought it time to have some conversation with his guest, and therefore started a subject in which he expected him to shine, by observing that he seemed very fortunate in his patroness.","Vacsora közben Mr. Bennet alig szólt, de amikor a személyzet visszavonult, elérkezettnek látta az időt, hogy kicsit beszélgessen vendégével. Olyan témát pendített hát meg, hogy Collinsnak alkalma lehessen tündökölni."
940,"""I cannot make him out.--There is something very pompous in his style.--And what can he mean by apologising for being next in the entail?--We cannot suppose he would help it if he could.--Could he be a sensible man, sir?""","És miért kér bocsánatot, amiért ő a birtok várományosa? Alig tételezhető fel, hogy lemondana róla, ha ez módjában állna."
515,"""But it must very materially lessen their chance of marrying men of any consideration in the world,"" replied Darcy.","De lényegesen kevesebb esélyük lenne arra, hogy jelentős társadalmi helyzetű férfiakhoz menjenek feleségül - jegyezte meg Darcy."
952,"He had not been long seated before he complimented Mrs. Bennet on having so fine a family of daughters; said he had heard much of their beauty, but that in this instance fame had fallen short of the truth; and added, that he did not doubt her seeing them all in due time disposed of in marriage.","Alighogy leült, máris gratulált Mrs. Bennetnek bájos leányaihoz, kijelentette, sokat hallott szépségükről, de ebben az esetben a hír messze elmaradt a valóság mögött; majd hozzátette, meg van róla győződve, hogy annak idején valamennyien jól fognak férjhez menni."
480,"At five o'clock the two ladies retired to dress, and at half-past six Elizabeth was summoned to dinner.","Öt órakor a két Bingley nővér visszavonult öltözködni, fél hétkor pedig Elizát vacsorához hívták."
283,"By Jane, this attention was received with the greatest pleasure, but Elizabeth still saw superciliousness in their treatment of everybody, hardly excepting even her sister, and could not like them; though their kindness to Jane, such as it was, had a value as arising in all probability from the influence of their brother's admiration.","Jane a legnagyobb örömmel fogadta ezt a figyelmességet, de Elizabeth még akkor is úgy látta, hogy mindenkivel gőgösen bánnak, húgaival is alig tesznek kivételt, s nem tudta őket megkedvelni, noha Jane iránti tartózkodó kedvességüket megbecsülte, mivel az minden bizonnyal Mr. Bingley vonzalmának jele és eredménye volt."
718,"""Nay,"" cried Bingley, ""this is too much, to remember at night all the foolish things that were said in the morning.","Ez mégiscsak sok - kiáltott Bingley -, este felhánytorgatni azt a sok bolondságot, amit az ember reggel mondott!"
877,Chapter 12,12. FEJEZET
225,"Between him and Darcy there was a very steady friendship, in spite of great opposition of character.","Darcyhoz állhatatos barátság fűzte, élesen eltérő jellemük ellenére."
26,"Nonsense, how can you talk so!",Hogy mondhat ilyen sületlenséget!
954,"""You are very kind, I am sure; and I wish with all my heart it may prove so, for else they will be destitute enough.","Nagyon kedves öntől, uram, s én szívből kívánom, hogy így is legyen, mert máskülönben tudja az ég, mi vár rájuk."
437,"Till the next morning, however, she was not aware of all the felicity of her contrivance.",Ügyes tervének szerencsés következményei azonban csak másnap reggel bontakoztak ki.
951,"He was a tall, heavy-looking young man of five-and-twenty. His air was grave and stately, and his manners were very formal.","Magas, nehézkes külsejű, huszonöt éves fiatalember volt, komoly, ünnepélyes arcú, igen mereven és szertartásosan viselkedett."
364,"""I should imagine not.""",Nem megy az olyan könnyen.
229,"He was at the same time haughty, reserved, and fastidious, and his manners, though well-bred, were not inviting.","Gőgös, zárkózott, nehezen kielégíthető, modora pedig, noha kifogástalan, nem volt megnyerő."
37,Only think what an establishment it would be for one of them.,"Gondolja meg, milyen szerencse lenne ez egyiküknek."
965,They were not the only objects of Mr. Collins's admiration.,Mr. Collins nemcsak unokahúgait csodálta meg.
374,"""Miss Elizabeth Bennet!"" repeated Miss Bingley.",Miss Elizabeth Bennet! - ismételte Miss Bingley. - Szólni sem tudok a meglepetéstől!
469,"Elizabeth was glad to be taken to her immediately; and Jane, who had only been withheld by the fear of giving alarm or inconvenience from expressing in her note how much she longed for such a visit, was delighted at her entrance.","Elizabeth örült, hogy rögtön felvezették hozzá, Jane pedig boldog volt, mikor húgát megpillantotta. Csak azért nem írta meg neki, mennyire vágyódik látogatása után, mert nem akarta megijeszteni vagy fárasztani."
967,The dinner too in its turn was highly admired; and he begged to know to which of his fair cousins the excellency of its cooking was owing.,"A vacsoráról is igen elismerően nyilatkozott, s megkérdezte, melyik szép unokahúga főz ilyen remekül."
850,"But these, I suppose, are precisely what you are without.""","De úgy látom, éppen ezek a hibák hiányoznak önből."
704,"""It is a rule with me, that a person who can write a long letter with ease, cannot write ill.""","Nekem meggyőződésem, hogy aki könnyen ír meg egy hosszú levelet, az nem írhat rosszul."
841,"No, no; I feel he may defy us there.","Nem, erről az oldalról hiába támadjuk."
194,"""I was very much flattered by his asking me to dance a second time.","Nagyon hízelgő volt rám nézve, hogy másodszor is felkért."
854,"""Yes, vanity is a weakness indeed.","Igen, a hiúság csakugyan hiba."
864,"I cannot forget the follies and vices of others so soon as I ought, nor their offenses against myself.","Mások ostobaságát és bűneit sem felejtem el oly hamar, mint kellene - s azt sem, ha megsértenek."
503,What could she mean by it?,Hogy adhatta erre a fejét?
969,He begged pardon for having displeased her. In a softened tone she declared herself not at all offended; but he continued to apologise for about a quarter of an hour.,"Collins bocsánatot kért, hogy akaratlanul is megbántotta, mire Mrs. Bennet szelídebb hangon kijelentette, hogy egyáltalában nincs megbántva, de a tiszteletes még vagy egy negyedórán át mentegetőzött."
830,"""Not at all,"" was her answer; ""but depend upon it, he means to be severe on us, and our surest way of disappointing him will be to ask nothing about it.""","Egyáltalán nem értem - felelte -, de bizonyára gúnyos éle van, s mi legjobban úgy hiúsíthatjuk meg szándékát, ha nem kérdezősködünk tovább."
